id_vente,date_vente,client,produit,quantite,prix_unitaire,remise,montant_total,point_vente,mois,annee,semaine
V05885,2024-09-06,Omar Hassan,FLORAL INTENSE,1,361.09,0.0,361.09,Casablanca Anfa,9,2024,36
V05886,2025-04-20,Sara Ouardi,SANTAL SUAVE,1,575.49,0.0,575.49,Tanger Corniche,4,2025,16
V05887,2024-05-28,Youssef El Amrani,MUSC BLANC,3,417.34,0.0,1252.02,Casablanca Maarif,5,2024,22
V05888,2024-10-16,Karim Bouziane,MUSC BLANC,1,403.27,15.0,403.27,Casablanca Anfa,10,2024,42
V05889,2025-03-06,Nadia Rachid,BOIS MYSTIQUE,1,553.86,0.0,553.86,Marrakech Gueliz,3,2025,10
V05890,2025-02-19,Sara El Amrani,SANTAL SUAVE,2,603.79,5.0,1207.58,Marrakech Gueliz,2,2025,8
V05891,2024-07-09,Sara Rachid,VANILLE INTENSE,2,530.95,0.0,1061.9,Casablanca Maarif,7,2024,28
V05892,2025-08-03,Karim El Amrani,CITRUS BREEZE,3,296.35,0.0,889.0500000000001,Tanger Corniche,8,2025,31
V05893,2024-08-20,Karim El Amrani,CITRUS BREEZE,1,306.74,0.0,306.74,Rabat Agdal,8,2024,34
V05894,2024-07-13,Youssef Benali,OUD ROYAL,4,687.86,0.0,2751.44,Casablanca Maarif,7,2024,28
V05895,2025-09-08,Nadia Ait Ali,FLORAL INTENSE,4,433.7,10.0,1734.8,Casablanca Maarif,9,2025,37
V05896,2024-12-08,Youssef Ouardi,SANTAL SUAVE,3,498.17,0.0,1494.51,Agadir Marina,12,2024,49
V05897,2024-01-12,Sara Zahra,CITRUS BREEZE,4,339.07,5.0,1356.28,Casablanca Anfa,1,2024,2
V05898,2025-01-01,Lina Rachid,MUSC BLANC,3,387.46,0.0,1162.3799999999999,Tanger Corniche,1,2025,1
V05899,2025-03-18,Karim Zahra,VANILLE INTENSE,3,460.94,0.0,1382.82,Rabat Agdal,3,2025,12
V05900,2024-07-09,Omar Rachid,AMBER NIGHT,1,619.39,0.0,619.39,Marrakech Gueliz,7,2024,28
V05901,2025-03-09,Sara Khadiri,BOIS MYSTIQUE,5,560.11,5.0,2800.55,Marrakech Gueliz,3,2025,10
V05902,2025-04-01,Imane Hassan,BOIS MYSTIQUE,1,619.72,20.0,619.72,Casablanca Maarif,4,2025,14
V05903,2025-01-11,Imane El Amrani,AMBER NIGHT,3,638.06,0.0,1914.1799999999998,Casablanca Anfa,1,2025,2
V05904,2025-05-22,Nadia Ouardi,AMBER NIGHT,3,634.2,0.0,1902.6000000000001,Marrakech Gueliz,5,2025,21
V05905,2025-06-23,Imane Mehdi,SANTAL SUAVE,5,560.43,0.0,2802.1499999999996,Tanger Corniche,6,2025,26
V05906,2025-07-21,Karim El Amrani,AMBER NIGHT,1,655.15,0.0,655.15,Casablanca Maarif,7,2025,30
V05907,2024-03-09,Amal Khadiri,BOIS MYSTIQUE,1,558.87,0.0,558.87,Marrakech Gueliz,3,2024,10
V05908,2025-01-08,Amal Rachid,AMBER NIGHT,2,622.11,5.0,1244.22,Tanger Corniche,1,2025,2
V05909,2024-03-17,Imane Ait Ali,OUD ROYAL,5,808.7,0.0,4043.5,Casablanca Anfa,3,2024,11
V05910,2025-02-23,Fatima Ouardi,FLORAL INTENSE,3,432.38,15.0,1297.1399999999999,Casablanca Anfa,2,2025,8
V05911,2024-02-24,Omar Zahra,AMBER NIGHT,1,638.12,0.0,638.12,Casablanca Maarif,2,2024,8
V05912,2024-04-02,Imane Rachid,OUD ROYAL,4,679.34,0.0,2717.36,Rabat Agdal,4,2024,14
V05913,2024-02-07,Youssef El Amrani,VANILLE INTENSE,4,471.32,5.0,1885.28,Rabat Hay Riad,2,2024,6
V05914,2024-04-02,Omar El Amrani,AMBER NIGHT,2,616.03,5.0,1232.06,Marrakech Gueliz,4,2024,14
V05915,2025-04-26,Nadia Rachid,FLORAL INTENSE,4,380.76,0.0,1523.04,Casablanca Maarif,4,2025,17
V05916,2025-08-06,Youssef Zahra,BOIS MYSTIQUE,2,633.74,0.0,1267.48,Casablanca Anfa,8,2025,32
V05917,2025-03-24,Omar Khadiri,BOIS MYSTIQUE,1,554.76,10.0,554.76,Rabat Agdal,3,2025,13
V05918,2024-10-04,Lina Ait Ali,OUD ROYAL,1,713.02,0.0,713.02,Marrakech Gueliz,10,2024,40
V05919,2024-10-25,Fatima Rachid,VANILLE INTENSE,3,540.96,0.0,1622.88,Rabat Agdal,10,2024,43
V05920,2024-05-09,Karim Benali,CITRUS BREEZE,3,296.08,0.0,888.24,Rabat Hay Riad,5,2024,19
V05921,2024-03-22,Fatima Mehdi,BOIS MYSTIQUE,4,546.58,0.0,2186.32,Rabat Hay Riad,3,2024,12
V05922,2025-09-03,Mohamed El Amrani,FLORAL INTENSE,5,371.9,10.0,1859.5,Casablanca Anfa,9,2025,36
V05923,2025-03-08,Fatima Zahra,VANILLE INTENSE,1,534.55,0.0,534.55,Marrakech Gueliz,3,2025,10
V05924,2025-03-10,Amal Zahra,MUSC BLANC,2,349.49,0.0,698.98,Rabat Hay Riad,3,2025,11
V05925,2024-10-03,Nadia Zahra,ROSE ÉLÉGANCE,4,408.04,15.0,1632.16,Casablanca Anfa,10,2024,40
V05926,2024-10-21,Youssef El Amrani,MUSC BLANC,4,416.51,0.0,1666.04,Rabat Agdal,10,2024,43
V05927,2024-10-24,Fatima Bouziane,OUD ROYAL,1,816.97,0.0,816.97,Agadir Marina,10,2024,43
V05928,2024-02-16,Imane Mehdi,CITRUS BREEZE,5,341.48,15.0,1707.4,Tanger Corniche,2,2024,7
V05929,2025-01-19,Sara El Amrani,JASMIN PURE,5,397.1,0.0,1985.5,Marrakech Gueliz,1,2025,3
V05930,2024-04-19,Mohamed Ait Ali,BOIS MYSTIQUE,4,576.77,0.0,2307.08,Rabat Agdal,4,2024,16
V05931,2024-08-31,Amal Bouziane,FLORAL INTENSE,5,397.5,0.0,1987.5,Rabat Hay Riad,8,2024,35
V05932,2025-09-09,Imane Benali,OUD ROYAL,4,750.29,15.0,3001.16,Rabat Agdal,9,2025,37
V05933,2025-01-06,Karim El Amrani,AMBER NIGHT,3,618.63,0.0,1855.8899999999999,Rabat Hay Riad,1,2025,2
V05934,2025-07-31,Karim Hassan,ROSE ÉLÉGANCE,1,487.07,0.0,487.07,Agadir Marina,7,2025,31
V05935,2024-12-01,Nadia Rachid,JASMIN PURE,5,436.51,10.0,2182.55,Casablanca Anfa,12,2024,48
V05936,2024-01-19,Nadia Zahra,VANILLE INTENSE,5,452.12,15.0,2260.6,Casablanca Maarif,1,2024,3
V05937,2025-09-05,Mohamed Hassan,SANTAL SUAVE,2,550.24,0.0,1100.48,Marrakech Gueliz,9,2025,36
V05938,2025-04-02,Lina Rachid,CITRUS BREEZE,5,291.18,5.0,1455.9,Casablanca Anfa,4,2025,14
V05939,2025-09-12,Nadia Khadiri,BOIS MYSTIQUE,1,591.12,0.0,591.12,Casablanca Maarif,9,2025,37
V05940,2025-09-03,Mohamed Ait Ali,ROSE ÉLÉGANCE,4,420.98,0.0,1683.92,Agadir Marina,9,2025,36
V05941,2025-09-18,Sara Mehdi,JASMIN PURE,1,411.08,5.0,411.08,Casablanca Maarif,9,2025,38
V05942,2024-05-05,Lina El Amrani,AMBER NIGHT,5,657.18,0.0,3285.8999999999996,Agadir Marina,5,2024,18
V05943,2024-06-01,Lina Bouziane,MUSC BLANC,1,356.09,0.0,356.09,Tanger Corniche,6,2024,22
V05944,2025-05-25,Lina Zahra,ROSE ÉLÉGANCE,2,451.72,15.0,903.44,Rabat Hay Riad,5,2025,21
V05945,2025-03-15,Youssef Rachid,VANILLE INTENSE,4,519.93,10.0,2079.72,Casablanca Maarif,3,2025,11
V05946,2024-07-13,Amal Khadiri,AMBER NIGHT,4,637.65,5.0,2550.6,Marrakech Gueliz,7,2024,28
V05947,2025-05-18,Karim Hassan,BOIS MYSTIQUE,2,648.98,0.0,1297.96,Casablanca Anfa,5,2025,20
V05948,2024-11-12,Lina Benali,SANTAL SUAVE,3,515.36,0.0,1546.08,Agadir Marina,11,2024,46
V05949,2024-09-01,Imane Ait Ali,OUD ROYAL,3,772.42,0.0,2317.2599999999998,Casablanca Maarif,9,2024,35
V05950,2025-09-24,Nadia Ait Ali,VANILLE INTENSE,3,455.04,15.0,1365.1200000000001,Agadir Marina,9,2025,39
V05951,2024-05-19,Mohamed Bouziane,ROSE ÉLÉGANCE,5,437.77,0.0,2188.85,Tanger Corniche,5,2024,20
V05952,2025-05-21,Nadia Ouardi,MUSC BLANC,4,364.45,0.0,1457.8,Tanger Corniche,5,2025,21
V05953,2024-08-03,Imane Ouardi,FLORAL INTENSE,4,371.92,0.0,1487.68,Casablanca Anfa,8,2024,31
V05954,2024-04-11,Fatima El Amrani,VANILLE INTENSE,5,464.86,5.0,2324.3,Marrakech Gueliz,4,2024,15
V05955,2024-04-16,Youssef El Amrani,MUSC BLANC,2,345.86,0.0,691.72,Tanger Corniche,4,2024,16
V05956,2024-12-02,Karim Zahra,ROSE ÉLÉGANCE,2,483.16,0.0,966.32,Agadir Marina,12,2024,49
V05957,2024-10-12,Omar Ait Ali,OUD ROYAL,2,706.67,0.0,1413.34,Rabat Agdal,10,2024,41
V05958,2024-08-21,Lina Benali,JASMIN PURE,4,443.97,0.0,1775.88,Rabat Hay Riad,8,2024,34
V05959,2024-11-25,Imane Benali,SANTAL SUAVE,3,517.79,0.0,1553.37,Rabat Agdal,11,2024,48
V05960,2025-05-06,Sara Mehdi,FLORAL INTENSE,5,430.24,0.0,2151.2,Rabat Agdal,5,2025,19
V05961,2025-05-06,Nadia Khadiri,OUD ROYAL,2,817.48,0.0,1634.96,Tanger Corniche,5,2025,19
V05962,2025-07-21,Lina Khadiri,CITRUS BREEZE,1,321.02,20.0,321.02,Rabat Hay Riad,7,2025,30
V05963,2025-09-02,Karim Hassan,OUD ROYAL,3,691.01,5.0,2073.0299999999997,Casablanca Maarif,9,2025,36
V05964,2025-04-04,Omar Ait Ali,BOIS MYSTIQUE,5,605.34,5.0,3026.7000000000003,Agadir Marina,4,2025,14
V05965,2024-01-04,Karim Hassan,BOIS MYSTIQUE,4,646.55,5.0,2586.2,Agadir Marina,1,2024,1
V05966,2024-05-06,Youssef Bouziane,MUSC BLANC,4,346.65,10.0,1386.6,Agadir Marina,5,2024,19
V05967,2024-09-29,Fatima Khadiri,BOIS MYSTIQUE,3,577.58,0.0,1732.7400000000002,Tanger Corniche,9,2024,39
V05968,2025-05-14,Sara Benali,FLORAL INTENSE,2,433.46,15.0,866.92,Casablanca Anfa,5,2025,20
V05969,2025-06-03,Omar Khadiri,MUSC BLANC,3,383.93,0.0,1151.79,Casablanca Anfa,6,2025,23
V05970,2024-05-07,Omar Benali,JASMIN PURE,2,425.43,5.0,850.86,Agadir Marina,5,2024,19
V05971,2024-11-25,Sara Khadiri,JASMIN PURE,3,419.34,20.0,1258.02,Agadir Marina,11,2024,48
V05972,2024-06-18,Mohamed Mehdi,AMBER NIGHT,3,641.81,0.0,1925.4299999999998,Marrakech Gueliz,6,2024,25
V05973,2025-03-12,Amal El Amrani,FLORAL INTENSE,2,377.31,0.0,754.62,Tanger Corniche,3,2025,11
V05974,2024-01-17,Fatima Rachid,CITRUS BREEZE,4,291.89,0.0,1167.56,Rabat Agdal,1,2024,3
V05975,2024-08-26,Youssef El Amrani,SANTAL SUAVE,1,574.05,0.0,574.05,Casablanca Maarif,8,2024,35
V05976,2025-08-27,Mohamed Zahra,MUSC BLANC,1,387.22,0.0,387.22,Rabat Agdal,8,2025,35
V05977,2024-04-26,Karim Ait Ali,ROSE ÉLÉGANCE,2,448.89,20.0,897.78,Casablanca Maarif,4,2024,17
V05978,2025-04-22,Sara Bouziane,AMBER NIGHT,5,697.82,5.0,3489.1000000000004,Casablanca Maarif,4,2025,17
V05979,2025-02-28,Youssef Mehdi,SANTAL SUAVE,2,591.7,0.0,1183.4,Marrakech Gueliz,2,2025,9
V05980,2025-01-14,Omar Khadiri,ROSE ÉLÉGANCE,4,417.95,0.0,1671.8,Tanger Corniche,1,2025,3
V05981,2024-07-05,Amal Hassan,BOIS MYSTIQUE,2,575.83,0.0,1151.66,Marrakech Gueliz,7,2024,27
V05982,2025-05-04,Karim Khadiri,FLORAL INTENSE,3,364.85,0.0,1094.5500000000002,Marrakech Gueliz,5,2025,18
V05983,2024-05-17,Nadia Ouardi,ROSE ÉLÉGANCE,3,469.49,5.0,1408.47,Tanger Corniche,5,2024,20
V05984,2025-03-27,Nadia El Amrani,VANILLE INTENSE,1,531.44,0.0,531.44,Casablanca Anfa,3,2025,13
V05985,2024-02-05,Nadia Zahra,AMBER NIGHT,5,722.53,20.0,3612.6499999999996,Casablanca Maarif,2,2024,6
V05986,2024-08-27,Mohamed Zahra,ROSE ÉLÉGANCE,5,413.88,20.0,2069.4,Rabat Hay Riad,8,2024,35
V05987,2025-02-28,Omar Ait Ali,BOIS MYSTIQUE,3,592.25,0.0,1776.75,Casablanca Anfa,2,2025,9
V05988,2025-07-05,Youssef Hassan,BOIS MYSTIQUE,3,659.53,0.0,1978.59,Marrakech Gueliz,7,2025,27
V05989,2024-09-23,Sara Zahra,OUD ROYAL,3,813.49,15.0,2440.4700000000003,Tanger Corniche,9,2024,39
V05990,2025-05-10,Amal Benali,SANTAL SUAVE,2,500.34,0.0,1000.68,Casablanca Anfa,5,2025,19
V05991,2025-05-25,Mohamed Ouardi,SANTAL SUAVE,2,498.9,0.0,997.8,Casablanca Maarif,5,2025,21
V05992,2024-08-17,Amal El Amrani,BOIS MYSTIQUE,1,581.89,0.0,581.89,Casablanca Maarif,8,2024,33
V05993,2025-01-31,Imane Benali,SANTAL SUAVE,1,587.72,10.0,587.72,Tanger Corniche,1,2025,5
V05994,2025-01-02,Amal Mehdi,BOIS MYSTIQUE,1,657.15,0.0,657.15,Casablanca Maarif,1,2025,1
V05995,2024-10-27,Sara Benali,BOIS MYSTIQUE,4,570.58,15.0,2282.32,Marrakech Gueliz,10,2024,43
V05996,2025-09-30,Imane Rachid,JASMIN PURE,2,402.84,0.0,805.68,Rabat Hay Riad,9,2025,40
V05997,2025-03-27,Mohamed Khadiri,FLORAL INTENSE,4,361.51,0.0,1446.04,Agadir Marina,3,2025,13
V05998,2025-09-11,Lina Ait Ali,CITRUS BREEZE,4,296.61,0.0,1186.44,Tanger Corniche,9,2025,37
V05999,2024-03-02,Youssef Bouziane,JASMIN PURE,1,436.52,20.0,436.52,Marrakech Gueliz,3,2024,9
V06000,2024-03-22,Youssef Mehdi,OUD ROYAL,2,775.14,0.0,1550.28,Rabat Hay Riad,3,2024,12
V06001,2025-01-28,Mohamed Khadiri,FLORAL INTENSE,1,404.55,0.0,404.55,Marrakech Gueliz,1,2025,5
V06002,2025-08-02,Mohamed Ouardi,ROSE ÉLÉGANCE,3,426.62,15.0,1279.8600000000001,Casablanca Maarif,8,2025,31
V06003,2025-03-25,Youssef Hassan,BOIS MYSTIQUE,1,615.83,10.0,615.83,Tanger Corniche,3,2025,13
V06004,2025-05-10,Fatima Bouziane,OUD ROYAL,1,778.62,5.0,778.62,Rabat Hay Riad,5,2025,19
V06005,2024-06-09,Karim El Amrani,SANTAL SUAVE,4,539.22,0.0,2156.88,Rabat Agdal,6,2024,23
V06006,2025-01-05,Amal Rachid,OUD ROYAL,4,751.48,10.0,3005.92,Marrakech Gueliz,1,2025,1
V06007,2025-01-23,Nadia Rachid,BOIS MYSTIQUE,3,631.33,0.0,1893.9900000000002,Agadir Marina,1,2025,4
V06008,2024-07-03,Amal Ait Ali,OUD ROYAL,5,709.19,0.0,3545.9500000000003,Rabat Hay Riad,7,2024,27
V06009,2024-03-09,Youssef Bouziane,AMBER NIGHT,2,648.97,10.0,1297.94,Rabat Hay Riad,3,2024,10
V06010,2025-05-19,Nadia Khadiri,SANTAL SUAVE,4,577.3,15.0,2309.2,Agadir Marina,5,2025,21
V06011,2024-04-04,Amal Ait Ali,JASMIN PURE,5,461.37,0.0,2306.85,Casablanca Maarif,4,2024,14
V06012,2025-08-11,Amal Rachid,FLORAL INTENSE,5,380.41,0.0,1902.0500000000002,Rabat Agdal,8,2025,33
V06013,2025-08-16,Lina Ait Ali,JASMIN PURE,5,419.52,0.0,2097.6,Casablanca Anfa,8,2025,33
V06014,2025-05-03,Karim Hassan,CITRUS BREEZE,4,314.76,10.0,1259.04,Rabat Hay Riad,5,2025,18
V06015,2025-08-08,Imane Bouziane,AMBER NIGHT,5,618.16,5.0,3090.7999999999997,Marrakech Gueliz,8,2025,32
V06016,2024-05-31,Mohamed El Amrani,SANTAL SUAVE,1,589.05,0.0,589.05,Casablanca Maarif,5,2024,22
V06017,2025-03-09,Lina Mehdi,SANTAL SUAVE,4,528.73,0.0,2114.92,Rabat Hay Riad,3,2025,10
V06018,2025-04-13,Fatima Rachid,CITRUS BREEZE,1,332.29,0.0,332.29,Agadir Marina,4,2025,15
V06019,2024-05-03,Nadia Bouziane,FLORAL INTENSE,2,390.44,10.0,780.88,Rabat Agdal,5,2024,18
V06020,2024-12-16,Nadia Ouardi,MUSC BLANC,1,376.07,20.0,376.07,Tanger Corniche,12,2024,51
V06021,2024-01-16,Omar Zahra,CITRUS BREEZE,4,308.39,0.0,1233.56,Casablanca Maarif,1,2024,3
V06022,2025-01-18,Fatima Bouziane,SANTAL SUAVE,4,548.34,10.0,2193.36,Rabat Hay Riad,1,2025,3
V06023,2024-10-11,Imane Hassan,AMBER NIGHT,1,648.95,15.0,648.95,Rabat Hay Riad,10,2024,41
V06024,2025-04-06,Imane Benali,VANILLE INTENSE,3,549.6,0.0,1648.8000000000002,Casablanca Anfa,4,2025,14
V06025,2024-03-28,Mohamed Zahra,BOIS MYSTIQUE,3,614.12,0.0,1842.3600000000001,Casablanca Anfa,3,2024,13
V06026,2025-09-27,Nadia Mehdi,FLORAL INTENSE,4,424.98,0.0,1699.92,Marrakech Gueliz,9,2025,39
V06027,2025-02-02,Karim Hassan,BOIS MYSTIQUE,3,652.06,0.0,1956.1799999999998,Marrakech Gueliz,2,2025,5
V06028,2024-12-31,Mohamed Zahra,AMBER NIGHT,4,740.14,0.0,2960.56,Rabat Agdal,12,2024,1
V06029,2024-09-04,Mohamed Ait Ali,VANILLE INTENSE,1,520.86,15.0,520.86,Casablanca Maarif,9,2024,36
V06030,2025-08-01,Mohamed Bouziane,ROSE ÉLÉGANCE,4,419.45,0.0,1677.8,Rabat Agdal,8,2025,31
V06031,2025-06-24,Lina Hassan,CITRUS BREEZE,5,308.93,0.0,1544.65,Agadir Marina,6,2025,26
V06032,2025-05-24,Sara Mehdi,SANTAL SUAVE,3,587.56,0.0,1762.6799999999998,Casablanca Anfa,5,2025,21
V06033,2025-03-12,Fatima Benali,MUSC BLANC,4,412.31,20.0,1649.24,Agadir Marina,3,2025,11
V06034,2024-02-01,Lina Hassan,CITRUS BREEZE,3,304.91,0.0,914.73,Casablanca Anfa,2,2024,5
V06035,2025-09-06,Amal Bouziane,FLORAL INTENSE,1,364.53,0.0,364.53,Agadir Marina,9,2025,36
V06036,2025-02-11,Youssef Rachid,FLORAL INTENSE,2,398.26,0.0,796.52,Casablanca Anfa,2,2025,7
V06037,2025-06-22,Amal Khadiri,BOIS MYSTIQUE,4,552.74,10.0,2210.96,Agadir Marina,6,2025,25
V06038,2024-03-07,Nadia El Amrani,CITRUS BREEZE,2,348.47,0.0,696.94,Agadir Marina,3,2024,10
V06039,2024-12-07,Sara Hassan,VANILLE INTENSE,3,510.74,15.0,1532.22,Casablanca Maarif,12,2024,49
V06040,2024-04-11,Fatima Ouardi,OUD ROYAL,3,739.06,0.0,2217.18,Agadir Marina,4,2024,15
V06041,2024-03-04,Imane Ouardi,JASMIN PURE,2,395.49,0.0,790.98,Casablanca Anfa,3,2024,10
V06042,2024-02-17,Sara Mehdi,OUD ROYAL,2,707.36,10.0,1414.72,Rabat Hay Riad,2,2024,7
V06043,2025-08-16,Sara Khadiri,MUSC BLANC,4,364.77,0.0,1459.08,Rabat Hay Riad,8,2025,33
V06044,2025-03-18,Nadia Khadiri,BOIS MYSTIQUE,5,573.77,0.0,2868.85,Casablanca Maarif,3,2025,12
V06045,2024-04-02,Fatima Ouardi,FLORAL INTENSE,5,409.05,0.0,2045.25,Casablanca Anfa,4,2024,14
V06046,2024-06-27,Nadia Ait Ali,CITRUS BREEZE,3,290.52,0.0,871.56,Casablanca Maarif,6,2024,26
V06047,2025-07-09,Lina Mehdi,AMBER NIGHT,5,735.17,10.0,3675.85,Tanger Corniche,7,2025,28
V06048,2024-12-31,Nadia Zahra,OUD ROYAL,1,773.03,0.0,773.03,Rabat Hay Riad,12,2024,1
V06049,2024-07-12,Karim Ouardi,ROSE ÉLÉGANCE,3,459.25,0.0,1377.75,Tanger Corniche,7,2024,28
V06050,2025-03-19,Nadia Ait Ali,VANILLE INTENSE,2,507.4,10.0,1014.8,Rabat Hay Riad,3,2025,12
V06051,2024-07-12,Omar Bouziane,AMBER NIGHT,3,731.75,10.0,2195.25,Rabat Agdal,7,2024,28
V06052,2025-06-26,Omar Ait Ali,CITRUS BREEZE,2,318.34,0.0,636.68,Rabat Agdal,6,2025,26
V06053,2024-11-09,Omar Zahra,ROSE ÉLÉGANCE,2,405.88,0.0,811.76,Rabat Hay Riad,11,2024,45
V06054,2025-04-04,Imane Khadiri,OUD ROYAL,4,761.32,0.0,3045.28,Tanger Corniche,4,2025,14
V06055,2024-06-11,Mohamed Benali,FLORAL INTENSE,3,375.83,0.0,1127.49,Tanger Corniche,6,2024,24
V06056,2025-09-24,Nadia Khadiri,BOIS MYSTIQUE,3,621.07,0.0,1863.21,Rabat Agdal,9,2025,39
V06057,2025-04-22,Lina Rachid,JASMIN PURE,4,442.03,0.0,1768.12,Agadir Marina,4,2025,17
V06058,2024-09-03,Omar Mehdi,SANTAL SUAVE,3,589.67,0.0,1769.0099999999998,Rabat Hay Riad,9,2024,36
V06059,2024-06-24,Omar Rachid,AMBER NIGHT,2,680.87,0.0,1361.74,Marrakech Gueliz,6,2024,26
V06060,2025-05-24,Omar Rachid,SANTAL SUAVE,1,500.72,0.0,500.72,Tanger Corniche,5,2025,21
V06061,2025-01-23,Lina Ouardi,CITRUS BREEZE,5,349.26,0.0,1746.3,Marrakech Gueliz,1,2025,4
V06062,2024-07-06,Amal El Amrani,FLORAL INTENSE,4,377.63,0.0,1510.52,Casablanca Maarif,7,2024,27
V06063,2024-05-24,Sara Ait Ali,ROSE ÉLÉGANCE,3,411.97,0.0,1235.91,Tanger Corniche,5,2024,21
V06064,2024-04-14,Nadia El Amrani,VANILLE INTENSE,5,527.56,10.0,2637.7999999999997,Rabat Agdal,4,2024,15
V06065,2024-09-11,Imane Benali,VANILLE INTENSE,4,486.44,0.0,1945.76,Casablanca Maarif,9,2024,37
V06066,2024-10-25,Nadia Rachid,MUSC BLANC,3,366.16,0.0,1098.48,Agadir Marina,10,2024,43
V06067,2024-08-02,Mohamed Bouziane,OUD ROYAL,1,679.55,0.0,679.55,Casablanca Anfa,8,2024,31
V06068,2024-11-27,Omar Ait Ali,FLORAL INTENSE,4,395.43,5.0,1581.72,Casablanca Maarif,11,2024,48
V06069,2024-08-12,Imane Benali,ROSE ÉLÉGANCE,1,493.84,0.0,493.84,Marrakech Gueliz,8,2024,33
V06070,2025-08-03,Karim El Amrani,AMBER NIGHT,3,668.42,0.0,2005.2599999999998,Rabat Hay Riad,8,2025,31
V06071,2025-05-26,Karim Benali,VANILLE INTENSE,1,520.56,0.0,520.56,Rabat Agdal,5,2025,22
V06072,2025-04-09,Karim Bouziane,SANTAL SUAVE,4,584.24,0.0,2336.96,Casablanca Maarif,4,2025,15
V06073,2024-01-06,Youssef Ait Ali,SANTAL SUAVE,2,540.51,0.0,1081.02,Rabat Hay Riad,1,2024,1
V06074,2025-07-18,Nadia Khadiri,VANILLE INTENSE,3,451.56,0.0,1354.68,Tanger Corniche,7,2025,29
V06075,2024-03-20,Karim Mehdi,CITRUS BREEZE,3,305.28,20.0,915.8399999999999,Tanger Corniche,3,2024,12
V06076,2025-02-16,Sara Khadiri,FLORAL INTENSE,1,438.07,10.0,438.07,Rabat Agdal,2,2025,7
V06077,2024-12-15,Omar Benali,BOIS MYSTIQUE,4,550.02,0.0,2200.08,Casablanca Anfa,12,2024,50
V06078,2024-02-01,Sara Ait Ali,FLORAL INTENSE,1,366.63,15.0,366.63,Casablanca Anfa,2,2024,5
V06079,2024-09-05,Youssef El Amrani,SANTAL SUAVE,3,562.24,0.0,1686.72,Casablanca Maarif,9,2024,36
V06080,2024-06-03,Imane Rachid,SANTAL SUAVE,2,582.87,10.0,1165.74,Rabat Hay Riad,6,2024,23
V06081,2025-05-21,Imane Ouardi,CITRUS BREEZE,4,291.18,15.0,1164.72,Marrakech Gueliz,5,2025,21
V06082,2025-05-29,Mohamed Rachid,VANILLE INTENSE,3,497.22,0.0,1491.66,Rabat Hay Riad,5,2025,22
V06083,2024-10-06,Lina Khadiri,BOIS MYSTIQUE,4,643.79,0.0,2575.16,Tanger Corniche,10,2024,40
V06084,2025-08-27,Amal Mehdi,CITRUS BREEZE,1,337.94,0.0,337.94,Marrakech Gueliz,8,2025,35
V06085,2024-09-21,Youssef Mehdi,VANILLE INTENSE,4,527.72,0.0,2110.88,Rabat Hay Riad,9,2024,38
V06086,2024-04-28,Amal Mehdi,JASMIN PURE,1,410.15,15.0,410.15,Agadir Marina,4,2024,17
V06087,2024-01-22,Youssef Ouardi,AMBER NIGHT,3,660.16,0.0,1980.48,Casablanca Maarif,1,2024,4
V06088,2025-07-24,Lina Rachid,AMBER NIGHT,5,663.87,15.0,3319.35,Casablanca Maarif,7,2025,30
V06089,2024-09-25,Amal Ait Ali,OUD ROYAL,3,810.92,10.0,2432.7599999999998,Casablanca Anfa,9,2024,39
V06090,2024-05-20,Nadia Ait Ali,VANILLE INTENSE,4,499.37,0.0,1997.48,Agadir Marina,5,2024,21
V06091,2025-07-05,Sara Zahra,ROSE ÉLÉGANCE,1,434.56,0.0,434.56,Rabat Agdal,7,2025,27
V06092,2025-03-24,Omar Rachid,VANILLE INTENSE,4,500.98,20.0,2003.92,Tanger Corniche,3,2025,13
V06093,2024-02-14,Amal Khadiri,BOIS MYSTIQUE,1,589.32,20.0,589.32,Casablanca Anfa,2,2024,7
V06094,2025-06-01,Youssef Ait Ali,VANILLE INTENSE,1,494.53,0.0,494.53,Casablanca Anfa,6,2025,22
V06095,2025-07-05,Youssef Hassan,ROSE ÉLÉGANCE,1,443.63,0.0,443.63,Marrakech Gueliz,7,2025,27
V06096,2024-08-13,Fatima Zahra,SANTAL SUAVE,4,511.96,5.0,2047.84,Agadir Marina,8,2024,33
V06097,2025-04-23,Fatima Rachid,OUD ROYAL,1,721.93,0.0,721.93,Rabat Hay Riad,4,2025,17
V06098,2025-04-15,Youssef Zahra,ROSE ÉLÉGANCE,1,476.69,0.0,476.69,Casablanca Maarif,4,2025,16
V06099,2024-03-23,Imane Zahra,OUD ROYAL,5,807.09,0.0,4035.4500000000003,Tanger Corniche,3,2024,12
V06100,2025-04-29,Omar Ait Ali,VANILLE INTENSE,5,478.39,15.0,2391.95,Marrakech Gueliz,4,2025,18
V06101,2025-04-12,Fatima El Amrani,JASMIN PURE,4,455.36,0.0,1821.44,Rabat Hay Riad,4,2025,15
V06102,2024-02-16,Fatima Rachid,AMBER NIGHT,2,705.58,20.0,1411.16,Casablanca Anfa,2,2024,7
V06103,2024-06-12,Lina Mehdi,MUSC BLANC,3,386.55,0.0,1159.65,Marrakech Gueliz,6,2024,24
V06104,2024-07-29,Sara Ouardi,VANILLE INTENSE,1,486.24,0.0,486.24,Rabat Agdal,7,2024,31
